"Z60W Data File: Version 1.1" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
0.2.0.1.1.100000 
150
Freq (Hz) Ampl Time(Sec); Z'(a) Z''(b) GD Err Range 
100.00000 0.00000 0.00000 0.00000 1303.15377 -3550.67410 0.00000 0.00000 0.00000
79.43300 0.00000 0.00000 0.00000 1578.06920 -4253.76131 0.00000 0.00000 0.00000
63.09600 0.00000 0.00000 0.00000 1924.56391 -5079.35672 0.00000 0.00000 0.00000
50.11900 0.00000 0.00000 0.00000 2350.11637 -6105.14010 0.00000 0.00000 0.00000
39.81100 0.00000 0.00000 0.00000 2856.71150 -7248.41249 0.00000 0.00000 0.00000
31.62300 0.00000 0.00000 0.00000 3476.81343 -8636.82036 0.00000 0.00000 0.00000
25.11900 0.00000 0.00000 0.00000 4299.63269 -10272.43524 0.00000 0.00000 0.00000
19.95300 0.00000 0.00000 0.00000 5287.77792 -12161.06263 0.00000 0.00000 0.00000
15.84900 0.00000 0.00000 0.00000 6501.26151 -14361.93014 0.00000 0.00000 0.00000
12.58900 0.00000 0.00000 0.00000 8022.38036 -16924.01673 0.00000 0.00000 0.00000
10.00000 0.00000 0.00000 0.00000 9884.38508 -19821.56977 0.00000 0.00000 0.00000
7.94330 0.00000 0.00000 0.00000 12253.89427 -23143.30504 0.00000 0.00000 0.00000
6.30960 0.00000 0.00000 0.00000 14975.43580 -26871.63918 0.00000 0.00000 0.00000
5.01190 0.00000 0.00000 0.00000 18371.86445 -31042.52431 0.00000 0.00000 0.00000
3.98110 0.00000 0.00000 0.00000 22590.43531 -35553.19796 0.00000 0.00000 0.00000
3.16230 0.00000 0.00000 0.00000 27280.42703 -40586.94796 0.00000 0.00000 0.00000
2.51190 0.00000 0.00000 0.00000 33168.89361 -45790.45174 0.00000 0.00000 0.00000
1.99530 0.00000 0.00000 0.00000 39985.64041 -51421.29521 0.00000 0.00000 0.00000
1.58490 0.00000 0.00000 0.00000 47731.53077 -56907.63481 0.00000 0.00000 0.00000
1.25890 0.00000 0.00000 0.00000 56805.80635 -62796.14877 0.00000 0.00000 0.00000
1.00000 0.00000 0.00000 0.00000 66893.16983 -68325.74357 0.00000 0.00000 0.00000
0.79433 0.00000 0.00000 0.00000 78169.23786 -73645.18059 0.00000 0.00000 0.00000
0.63096 0.00000 0.00000 0.00000 90459.74157 -78417.00672 0.00000 0.00000 0.00000
0.50119 0.00000 0.00000 0.00000 103657.45063 -82704.02075 0.00000 0.00000 0.00000
0.39811 0.00000 0.00000 0.00000 117717.39671 -86300.16398 0.00000 0.00000 0.00000
0.31623 0.00000 0.00000 0.00000 132438.36028 -89138.02801 0.00000 0.00000 0.00000
0.25119 0.00000 0.00000 0.00000 147924.60686 -90697.63896 0.00000 0.00000 0.00000
0.19953 0.00000 0.00000 0.00000 164536.60012 -91592.74557 0.00000 0.00000 0.00000
0.15849 0.00000 0.00000 0.00000 179827.81592 -91436.99533 0.00000 0.00000 0.00000
0.12589 0.00000 0.00000 0.00000 195954.34605 -90225.95652 0.00000 0.00000 0.00000
0.10000 0.00000 0.00000 0.00000 212128.52350 -87477.97269 0.00000 0.00000 0.00000
