Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
29;1584.9;151.328799159018;307.132120193355;342.389463490592;63.7698111930543;172.95520356333
30;1258.9;168.50235740063;372.592573221106;408.923305852203;65.6654750069379;174.210227560161
31;1000;189.47408017911;452.031609602399;490.135698699305;67.2584631184732;175.460248557005
32;794.33;215.107694673655;548.152306123524;588.848258056651;68.5738045678212;176.855276553483
33;630.96;246.803981861897;665.364581024585;709.66346330138;69.6486491936163;178.065297550428
34;501.19;285.758885903922;807.016995860559;856.115980741425;70.5013135041604;179.39532254707
35;398.11;334.165506099442;980.32333326327;1035.71251957631;71.1771556200691;181.545366541642
36;316.23;393.818920618706;1187.86342111864;1251.44430538037;71.6578073715413;182.720383538675
37;251.19;467.022970822386;1438.31539760818;1512.2372956228;72.011315712161;184.035409535355
38;199.53;558.921058501656;1740.59376069931;1828.13002530509;72.1976861570481;185.315431532124
39;158.49;672.906021996207;2105.14393665236;2210.07545311534;72.2736009519289;186.660458528728
40;125.89;814.184674879038;2542.44143857266;2669.62640708008;72.2429939668951;188.060485525193
41;100;990.850395671973;3068.59864573346;3224.60573639639;72.1047336459758;189.405506521797
42;79.433;1211.4110859727;3699.28447985999;3892.58557801245;71.867841466811;190.800533518275
43;63.096;1478.18576307164;4450.39632018634;4689.46271516;71.6262479097828;192.375565514298
44;50.119;1822.04580624005;5360.87010200099;5662.04725965486;71.2281944713214;193.8405915106
45;39.811;2259.84612652691;6420.62883481204;6806.71573888601;70.6096403620705;202.900756487725
46;31.623;2815.71586629262;7677.12676480254;8177.19580311854;69.8586351698625;204.465785483774
47;25.119;3475.78205152126;9192.75584400251;9827.91030062443;69.2883889479441;207.550848475984
48;19.953;4317.17083962007;10940.4763864737;11761.4619678616;68.4655411793922;209.280877471617
49;15.849;5389.86789860887;13014.8945553081;14086.8078800785;67.5040506022022;211.240911466668
50;12.589;6703.94532818636;15403.7055064838;16799.3162448295;66.4805344238179;213.27595146153
51;10;8359.9850401998;18146.4054878044;19979.5240684102;65.2646426359345;215.620992455609
52;7.9433;10316.1028003696;21349.8505520844;23711.5603785186;64.2104820173208;218.761052447681
53;6.3096;12897.7922903084;24856.1223452253;28003.211673034;62.5752914178254;221.0510934419
54;5.0119;16021.1825343158;28886.5972552007;33032.0116066527;60.986224645952;223.501140435714
55;3.9811;19881.9891275707;33247.9409235859;38739.115469085;59.1209311618863;225.911184429629
56;3.1623;24209.881517295;38201.264004415;45226.7059890114;57.6357023415719;228.476232423153
57;2.5119;29873.2088852077;43214.6284628619;52534.8714882072;55.3448490988495;231.006278416765
58;1.9953;36444.8993542818;48644.4266188675;60782.4886790769;53.159075684251;233.611326410188
59;1.5849;43923.9643768031;53890.2182137808;69523.1635191004;50.8177705443384;237.806404399597
60;1.2589;53045.6561877064;59138.0629876345;79442.7601126357;48.1085315765322;240.611457392514
61;1;62975.0823789461;64567.754424155;90193.4360805321;45.7154352678994;245.661552379764
62;0.79433;74256.1482692321;68798.298928133;101228.363076694;42.8150966725051;248.881608371634
63;0.63096;86476.9447677381;71998.1799613131;112525.552183067;39.7797775351542;252.481675362545
64;0.50119;100704.8863429;75687.5433878239;125976.499226721;36.9277057392031;256.271745352976
65;0.39811;115537.115689606;75511.60629857;138024.736144155;33.1674310691054;260.466824342384
66;0.31623;130048.102492756;74710.9027709261;149980.758615274;29.8767937793357;265.241911330329
67;0.25119;142022.68494763;74767.950414175;160501.368993758;27.7645960086263;270.642011316695
68;0.19953;164924.320802998;69271.3545194321;178881.391288437;22.7833329434128;276.902127300889
69;0.15849;172189.99911417;73586.6143140364;187254.868030555;23.1397838121052;284.092263282736
70;0.12589;172548.181666369;54139.9041373372;180842.484544895;17.4201295909965;292.567417261338
71;0.1;197730.451559634;27477.5301949438;199630.524067816;7.91141766231329;302.77760823556
