Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
39;158.49;643.686159608922;1981.90017444287;2083.80905399913;72.0071191446313;71.8993318184716
40;125.89;776.917388293925;2392.96572892019;2515.92639161403;72.0130885160906;73.2443548150758
41;100;945.521200821521;2894.34666758953;3044.87322780269;71.908891336064;76.1394118077665
42;79.433;1153.76384202229;3487.892674897;3673.76731908244;71.6962445079321;77.40943380456
43;63.096;1407.99263074712;4194.1222384401;4424.15015559102;71.4427812397305;78.8494608009242
44;50.119;1748.70419761395;5061.07057454089;5354.66168223878;70.9389138471104;80.3694867970866
45;39.811;2147.0121752234;6047.78454389066;6417.58203452673;70.4547282539776;89.5546587738962
46;31.623;2655.54183842092;7224.15461019023;7696.77284889822;69.8169732810739;91.1996867697429
47;25.119;3294.33406175281;8655.6634024027;9261.37926262164;69.1632413257221;93.714735763393
48;19.953;4088.51150328829;10291.1378759098;11073.5470872483;68.3328331170695;95.4597667589873
49;15.849;5109.54826264;12208.3004370064;13234.4279441333;67.2891941287467;97.384803754127
50;12.589;6346.04253430716;14459.9786589888;15791.239301133;66.3047984916963;99.4798417488375
51;10;7903.17350531461;17037.212635165;18781.0214267205;65.1144923516075;101.759883743081
52;7.9433;9816.53258165205;19956.6525083779;22240.3302868186;63.8077617741767;104.114927737135
53;6.3096;12281.6973050215;23296.6966551341;26335.8342137383;62.2024199104733;108.265004726657
54;5.0119;15266.2208398418;27005.8112017201;31022.1104600214;60.5207880364941;110.650049720635
55;3.9811;18897.2656742922;31072.2614666041;36367.459116823;58.6932225880851;113.035091714614
56;3.1623;23320.1909401513;35426.9159541577;42413.4139100836;56.6446108388916;115.50013970839
57;2.5119;28603.9441439722;40056.7056476824;49221.1873885277;54.4698890710934;118.055184701939
58;1.9953;34836.1469778995;44722.9927816421;56689.533598475;52.0838525565668;121.520248693191
59;1.5849;42233.4249601473;49327.6295795604;64937.4870456404;49.4304593010738;124.47530368573
60;1.2589;50523.3120773485;53818.6332322752;73817.6831542098;46.8089106709451;127.41035967832
61;1;60066.2610393967;57919.9987828365;83442.6867631713;43.9578599411907;132.570454665292
62;0.79433;70767.9772113289;61557.7465146091;93794.7906577974;41.018478987928;135.960517656733
63;0.63096;82004.6140998673;63994.4157790384;104019.430802945;37.96761525966;139.610586647517
64;0.50119;94501.6325643361;66229.0663583079;115398.647253848;35.0237156984795;143.980664636484
65;0.39811;107102.345166752;66967.8997136985;126315.525301849;32.0165125409134;148.435746625236
66;0.31623;121155.035340195;66357.458698868;138137.087392401;28.709828306975;153.295837612965
67;0.25119;135100.086401413;62077.1726521448;148679.550410113;24.6783198773963;158.845939598953
68;0.19953;146824.948149783;60750.0192006713;158896.602330158;22.4777245626635;165.29105858268
69;0.15849;161176.417983423;52506.8898149296;169513.454309693;18.0441995846403;172.726196563908
70;0.12589;170543.584719777;42643.1238176809;175794.056492254;14.038528805459;181.351357542132
71;0.1;178470.502061497;32599.2585606877;181423.349557849;10.3514779797521;193.01657451268
